team_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass
8581,2/22/12 0:00,53,Balanced,,Little,63,Mixed,Organised,55,Normal,61,Normal,52,Normal,Organised,47,Medium,52,Press,56,Normal,Cover
8581,9/20/13 0:00,57,Balanced,,Little,63,Mixed,Organised,55,Normal,61,Normal,52,Normal,Organised,47,Medium,52,Press,56,Normal,Cover
8581,9/19/14 0:00,57,Balanced,51,Normal,63,Mixed,Organised,55,Normal,61,Normal,52,Normal,Organised,47,Medium,52,Press,56,Normal,Cover
8581,9/10/2015 0:00,62,Balanced,36,Normal,65,Mixed,Organised,71,Risky,42,Normal,65,Normal,Organised,36,Medium,33,Contain,42,Normal,Cover
9989,2/22/11 0:00,48,Balanced,,Little,65,Mixed,Organised,55,Normal,45,Normal,50,Normal,Organised,46,Medium,48,Press,45,Normal,Cover
9989,2/22/12 0:00,69,Fast,,Little,58,Mixed,Organised,56,Normal,52,Normal,61,Normal,Organised,45,Medium,49,Press,65,Normal,Cover
9989,9/20/13 0:00,69,Fast,,Little,58,Mixed,Organised,56,Normal,52,Normal,61,Normal,Free Form,38,Medium,49,Press,65,Normal,Cover
9989,9/19/14 0:00,69,Fast,44,Normal,58,Mixed,Organised,56,Normal,52,Normal,61,Normal,Organised,38,Medium,49,Press,65,Normal,Cover
9989,9/10/2015 0:00,69,Fast,44,Normal,58,Mixed,Organised,56,Normal,52,Normal,61,Normal,Organised,38,Medium,49,Press,65,Normal,Cover
8639,2/22/10 0:00,70,Fast,,Little,60,Mixed,Organised,50,Normal,45,Normal,55,Normal,Organised,55,Medium,70,Double,55,Normal,Cover
8639,2/22/11 0:00,65,Balanced,,Little,65,Mixed,Organised,50,Normal,80,Lots,50,Normal,Organised,55,Medium,55,Press,35,Normal,Cover
8639,2/22/12 0:00,34,Balanced,,Little,23,Short,Organised,63,Normal,52,Normal,49,Normal,Free Form,58,Medium,56,Press,48,Normal,Cover
8639,9/20/13 0:00,34,Balanced,,Little,42,Mixed,Organised,63,Normal,52,Normal,49,Normal,Organised,47,Medium,42,Press,48,Normal,Cover
8639,9/19/14 0:00,45,Balanced,65,Normal,42,Mixed,Organised,68,Risky,52,Normal,49,Normal,Organised,59,Medium,42,Press,48,Normal,Cover
8639,9/10/2015 0:00,45,Balanced,36,Normal,43,Mixed,Organised,68,Risky,52,Normal,64,Normal,Organised,59,Medium,42,Press,48,Normal,Cover
8650,2/22/10 0:00,50,Balanced,,Little,35,Mixed,Organised,50,Normal,60,Normal,70,Lots,Organised,40,Medium,60,Press,40,Normal,Cover
8650,2/22/11 0:00,60,Balanced,,Little,50,Mixed,Organised,40,Normal,45,Normal,60,Normal,Organised,55,Medium,55,Press,50,Normal,Cover
8650,2/22/12 0:00,60,Balanced,,Little,60,Mixed,Organised,48,Normal,73,Lots,53,Normal,Organised,50,Medium,48,Press,62,Normal,Cover
8650,9/20/13 0:00,39,Balanced,,Little,44,Mixed,Organised,42,Normal,34,Normal,54,Normal,Organised,59,Medium,52,Press,61,Normal,Cover
8650,9/19/14 0:00,71,Fast,48,Normal,32,Short,Organised,34,Normal,41,Normal,61,Normal,Organised,51,Medium,48,Press,62,Normal,Cover
8650,9/10/2015 0:00,66,Balanced,60,Normal,45,Mixed,Organised,34,Normal,34,Normal,46,Normal,Organised,51,Medium,52,Press,61,Normal,Cover
8537,2/22/10 0:00,30,Slow,,Little,30,Short,Organised,30,Safe,30,Little,55,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
8537,2/22/11 0:00,65,Balanced,,Little,50,Mixed,Organised,30,Safe,65,Normal,65,Normal,Organised,45,Medium,60,Press,30,Narrow,Cover
8537,2/22/12 0:00,50,Balanced,,Little,50,Mixed,Organised,35,Normal,50,Normal,50,Normal,Organised,35,Medium,45,Press,35,Normal,Cover
8537,9/20/13 0:00,58,Balanced,,Little,55,Mixed,Organised,52,Normal,57,Normal,63,Normal,Free Form,58,Medium,49,Press,56,Normal,Cover
8537,9/19/14 0:00,58,Balanced,58,Normal,67,Long,Organised,38,Normal,23,Little,77,Lots,Organised,29,Deep,57,Press,32,Narrow,Cover
8537,9/10/2015 0:00,58,Balanced,58,Normal,67,Long,Organised,38,Normal,27,Little,69,Lots,Organised,31,Deep,57,Press,38,Normal,Cover
8244,2/22/11 0:00,63,Balanced,,Little,48,Mixed,Organised,48,Normal,68,Lots,53,Normal,Organised,37,Medium,58,Press,63,Normal,Cover
8244,2/22/12 0:00,66,Balanced,,Little,72,Long,Organised,70,Risky,61,Normal,54,Normal,Organised,32,Deep,32,Contain,62,Normal,Cover
8244,9/20/13 0:00,66,Balanced,,Little,59,Mixed,Organised,43,Normal,61,Normal,54,Normal,Organised,32,Deep,43,Press,46,Normal,Cover
8244,9/19/14 0:00,66,Balanced,52,Normal,72,Long,Organised,66,Normal,67,Lots,51,Normal,Organised,36,Medium,38,Press,65,Normal,Cover
9994,2/22/10 0:00,60,Balanced,,Little,60,Mixed,Organised,50,Normal,40,Normal,50,Normal,Organised,65,Medium,65,Press,70,Wide,Cover
9994,2/22/11 0:00,66,Balanced,,Little,53,Mixed,Organised,48,Normal,46,Normal,52,Normal,Organised,48,Medium,58,Press,55,Normal,Cover
9994,2/22/12 0:00,67,Fast,,Little,52,Mixed,Organised,51,Normal,50,Normal,50,Normal,Organised,45,Medium,52,Press,52,Normal,Cover
9994,9/20/13 0:00,67,Fast,,Little,52,Mixed,Organised,31,Safe,50,Normal,50,Normal,Organised,45,Medium,52,Press,52,Normal,Cover
9994,9/19/14 0:00,62,Balanced,45,Normal,52,Mixed,Organised,42,Normal,50,Normal,62,Normal,Organised,45,Medium,52,Press,52,Normal,Cover
9994,9/10/2015 0:00,62,Balanced,45,Normal,52,Mixed,Organised,42,Normal,50,Normal,62,Normal,Organised,45,Medium,52,Press,52,Normal,Cover
8689,2/22/10 0:00,45,Balanced,,Little,70,Long,Organised,30,Safe,50,Normal,40,Normal,Organised,70,High,60,Press,70,Wide,Offside Trap
8689,2/22/11 0:00,35,Balanced,,Little,35,Mixed,Organised,80,Risky,50,Normal,50,Normal,Organised,55,Medium,35,Press,65,Normal,Cover
8689,2/22/12 0:00,60,Balanced,,Little,42,Mixed,Organised,48,Normal,53,Normal,64,Normal,Organised,43,Medium,47,Press,48,Normal,Cover
8689,9/20/13 0:00,60,Balanced,,Little,42,Mixed,Organised,48,Normal,53,Normal,64,Normal,Organised,43,Medium,47,Press,48,Normal,Cover
8689,9/19/14 0:00,60,Balanced,56,Normal,42,Mixed,Organised,48,Normal,53,Normal,64,Normal,Organised,43,Medium,47,Press,48,Normal,Cover
8689,9/10/2015 0:00,57,Balanced,42,Normal,50,Mixed,Organised,48,Normal,53,Normal,46,Normal,Organised,51,Medium,56,Press,55,Normal,Cover
10199,2/22/10 0:00,45,Balanced,,Little,60,Mixed,Organised,45,Normal,70,Lots,60,Normal,Organised,40,Medium,45,Press,50,Normal,Offside Trap
10199,2/22/11 0:00,48,Balanced,,Little,57,Mixed,Organised,63,Normal,34,Normal,64,Normal,Organised,56,Medium,45,Press,52,Normal,Cover
10199,2/22/12 0:00,46,Balanced,,Little,48,Mixed,Organised,51,Normal,53,Normal,55,Normal,Organised,48,Medium,47,Press,50,Normal,Cover
10199,9/20/13 0:00,46,Balanced,,Little,48,Mixed,Organised,51,Normal,53,Normal,55,Normal,Organised,48,Medium,47,Press,50,Normal,Cover
10199,9/19/14 0:00,63,Balanced,51,Normal,51,Mixed,Organised,54,Normal,40,Normal,66,Normal,Organised,48,Medium,53,Press,50,Normal,Cover
10199,9/10/2015 0:00,63,Balanced,51,Normal,51,Mixed,Organised,54,Normal,40,Normal,66,Normal,Organised,48,Medium,53,Press,50,Normal,Cover
9748,2/22/10 0:00,60,Balanced,,Little,40,Mixed,Organised,70,Risky,45,Normal,70,Lots,Organised,70,High,60,Press,70,Wide,Offside Trap
9748,2/22/11 0:00,65,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,80,Lots,Organised,45,Medium,45,Press,65,Normal,Cover
9748,2/22/12 0:00,49,Balanced,,Little,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover
9748,9/20/13 0:00,49,Balanced,,Little,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover
9748,9/19/14 0:00,49,Balanced,60,Normal,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover
9748,9/10/2015 0:00,49,Balanced,60,Normal,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover
9905,2/22/10 0:00,45,Balanced,,Little,40,Mixed,Organised,45,Normal,70,Lots,70,Lots,Organised,50,Medium,70,Double,50,Normal,Cover
9905,2/22/11 0:00,65,Balanced,,Little,50,Mixed,Organised,59,Normal,62,Normal,53,Normal,Organised,57,Medium,53,Press,43,Normal,Cover
9905,2/22/12 0:00,68,Fast,,Little,57,Mixed,Organised,55,Normal,39,Normal,60,Normal,Organised,52,Medium,65,Press,53,Normal,Cover
9905,9/20/13 0:00,66,Balanced,,Little,52,Mixed,Organised,55,Normal,37,Normal,56,Normal,Organised,48,Medium,65,Press,53,Normal,Cover
9905,9/19/14 0:00,67,Fast,54,Normal,57,Mixed,Organised,55,Normal,38,Normal,44,Normal,Organised,53,Medium,60,Press,52,Normal,Cover
9905,9/10/2015 0:00,60,Balanced,43,Normal,53,Mixed,Organised,49,Normal,40,Normal,44,Normal,Organised,55,Medium,62,Press,47,Normal,Cover
9864,2/22/10 0:00,60,Balanced,,Little,55,Mixed,Organised,40,Normal,45,Normal,70,Lots,Organised,45,Medium,65,Press,45,Normal,Cover
9864,2/22/11 0:00,58,Balanced,,Little,54,Mixed,Organised,54,Normal,55,Normal,61,Normal,Organised,45,Medium,47,Press,54,Normal,Cover
9864,2/22/12 0:00,41,Balanced,,Little,36,Mixed,Organised,72,Risky,69,Lots,50,Normal,Organised,64,Medium,58,Press,42,Normal,Cover
9864,9/20/13 0:00,45,Balanced,,Little,36,Mixed,Organised,72,Risky,69,Lots,50,Normal,Organised,64,Medium,58,Press,42,Normal,Cover
9864,9/19/14 0:00,45,Balanced,42,Normal,36,Mixed,Organised,69,Risky,69,Lots,50,Normal,Organised,64,Medium,58,Press,42,Normal,Cover
9864,9/10/2015 0:00,42,Balanced,51,Normal,36,Mixed,Organised,41,Normal,40,Normal,50,Normal,Organised,47,Medium,37,Press,52,Normal,Offside Trap
8661,2/22/10 0:00,40,Balanced,,Little,40,Mixed,Organised,50,Normal,40,Normal,50,Normal,Free Form,45,Medium,40,Press,45,Normal,Offside Trap
8661,2/22/11 0:00,53,Balanced,,Little,52,Mixed,Organised,55,Normal,52,Normal,53,Normal,Free Form,47,Medium,48,Press,55,Normal,Cover
8661,2/22/12 0:00,58,Balanced,,Little,57,Mixed,Organised,53,Normal,57,Normal,53,Normal,Organised,59,Medium,41,Press,56,Normal,Cover
8661,9/20/13 0:00,62,Balanced,,Little,57,Mixed,Organised,53,Normal,57,Normal,53,Normal,Organised,59,Medium,41,Press,56,Normal,Cover
8661,9/19/14 0:00,62,Balanced,53,Normal,57,Mixed,Organised,53,Normal,57,Normal,53,Normal,Organised,59,Medium,41,Press,56,Normal,Cover
8661,9/10/2015 0:00,62,Balanced,53,Normal,57,Mixed,Organised,53,Normal,57,Normal,53,Normal,Organised,59,Medium,41,Press,56,Normal,Cover
8456,2/22/10 0:00,70,Fast,,Little,60,Mixed,Organised,55,Normal,70,Lots,70,Lots,Organised,45,Medium,55,Press,45,Normal,Cover
8456,2/22/11 0:00,70,Fast,,Little,60,Mixed,Organised,70,Risky,65,Normal,75,Lots,Free Form,65,Medium,65,Press,50,Normal,Cover
8456,2/22/12 0:00,45,Balanced,,Little,55,Mixed,Organised,40,Normal,38,Normal,48,Normal,Free Form,50,Medium,60,Press,54,Normal,Cover
8456,9/20/13 0:00,36,Balanced,,Little,34,Mixed,Organised,39,Normal,44,Normal,38,Normal,Free Form,42,Medium,44,Press,54,Normal,Cover
8456,9/19/14 0:00,59,Balanced,35,Normal,29,Short,Organised,32,Safe,49,Normal,62,Normal,Organised,42,Medium,44,Press,54,Normal,Cover
8456,9/10/2015 0:00,59,Balanced,35,Normal,29,Short,Free Form,38,Normal,36,Normal,24,Little,Free Form,48,Medium,47,Press,54,Normal,Cover
10260,2/22/10 0:00,70,Fast,,Little,45,Mixed,Organised,45,Normal,70,Lots,65,Normal,Free Form,40,Medium,50,Press,40,Normal,Cover
10260,2/22/11 0:00,65,Balanced,,Little,40,Mixed,Organised,65,Normal,65,Normal,70,Lots,Free Form,45,Medium,45,Press,65,Normal,Cover
10260,2/22/12 0:00,46,Balanced,,Little,54,Mixed,Organised,46,Normal,60,Normal,55,Normal,Organised,40,Medium,50,Press,56,Normal,Cover
10260,9/20/13 0:00,46,Balanced,,Little,38,Mixed,Organised,46,Normal,68,Lots,37,Normal,Organised,49,Medium,49,Press,56,Normal,Cover
10260,9/19/14 0:00,46,Balanced,34,Normal,54,Mixed,Organised,49,Normal,72,Lots,56,Normal,Organised,42,Medium,41,Press,56,Normal,Cover
10260,9/10/2015 0:00,38,Balanced,42,Normal,44,Mixed,Organised,49,Normal,44,Normal,40,Normal,Organised,54,Medium,53,Press,56,Normal,Cover
10212,2/22/10 0:00,30,Slow,,Little,30,Short,Organised,55,Normal,50,Normal,65,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
10212,2/22/11 0:00,30,Slow,,Little,30,Short,Organised,55,Normal,60,Normal,50,Normal,Organised,49,Medium,45,Press,50,Normal,Offside Trap
10212,2/22/12 0:00,38,Balanced,,Little,44,Mixed,Organised,54,Normal,76,Lots,55,Normal,Organised,38,Medium,49,Press,46,Normal,Cover
10212,9/20/13 0:00,38,Balanced,,Little,44,Mixed,Organised,54,Normal,76,Lots,55,Normal,Organised,38,Medium,49,Press,46,Normal,Cover
10212,9/19/14 0:00,67,Fast,49,Normal,66,Mixed,Free Form,67,Risky,64,Normal,55,Normal,Organised,37,Medium,45,Press,44,Normal,Cover
10212,9/10/2015 0:00,61,Balanced,49,Normal,66,Mixed,Organised,67,Risky,64,Normal,55,Normal,Organised,38,Medium,49,Press,46,Normal,Cover
8592,2/22/10 0:00,55,Balanced,,Little,45,Mixed,Organised,70,Risky,65,Normal,70,Lots,Free Form,65,Medium,70,Double,65,Normal,Offside Trap
8592,2/22/11 0:00,65,Balanced,,Little,35,Mixed,Organised,65,Normal,65,Normal,80,Lots,Free Form,55,Medium,55,Press,65,Normal,Cover
8592,2/22/12 0:00,48,Balanced,,Little,50,Mixed,Organised,49,Normal,51,Normal,48,Normal,Organised,44,Medium,48,Press,51,Normal,Cover
8592,9/20/13 0:00,48,Balanced,,Little,50,Mixed,Organised,49,Normal,77,Lots,64,Normal,Organised,44,Medium,48,Press,54,Normal,Cover
8592,9/19/14 0:00,51,Balanced,62,Normal,50,Mixed,Organised,49,Normal,69,Lots,68,Lots,Organised,48,Medium,48,Press,60,Normal,Cover
8592,9/10/2015 0:00,51,Balanced,77,Lots,41,Mixed,Organised,49,Normal,69,Lots,31,Little,Organised,48,Medium,48,Press,60,Normal,Cover
8550,2/22/10 0:00,50,Balanced,,Little,30,Short,Organised,50,Normal,60,Normal,65,Normal,Organised,30,Deep,50,Press,30,Narrow,Offside Trap
8550,2/22/11 0:00,65,Balanced,,Little,65,Mixed,Organised,35,Normal,65,Normal,50,Normal,Organised,35,Medium,35,Press,65,Normal,Cover
8550,2/22/12 0:00,50,Balanced,,Little,49,Mixed,Organised,49,Normal,54,Normal,53,Normal,Organised,46,Medium,47,Press,50,Normal,Cover
8550,9/19/14 0:00,55,Balanced,42,Normal,49,Mixed,Organised,49,Normal,54,Normal,53,Normal,Organised,46,Medium,54,Press,50,Normal,Cover
8550,9/10/2015 0:00,55,Balanced,48,Normal,49,Mixed,Organised,46,Normal,54,Normal,53,Normal,Organised,39,Medium,46,Press,42,Normal,Cover
8549,2/22/10 0:00,70,Fast,,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,30,Deep,70,Double,30,Narrow,Cover
8549,2/22/11 0:00,66,Balanced,,Little,51,Mixed,Organised,64,Normal,64,Normal,48,Normal,Organised,54,Medium,44,Press,49,Normal,Cover
8549,2/22/12 0:00,60,Balanced,,Little,72,Long,Organised,40,Normal,56,Normal,72,Lots,Organised,38,Medium,42,Press,42,Normal,Cover
8549,9/20/13 0:00,60,Balanced,,Little,40,Mixed,Organised,40,Normal,56,Normal,57,Normal,Organised,38,Medium,42,Press,52,Normal,Cover
8549,9/19/14 0:00,60,Balanced,28,Little,56,Mixed,Organised,49,Normal,56,Normal,72,Lots,Organised,38,Medium,42,Press,42,Normal,Cover
8549,9/10/2015 0:00,60,Balanced,32,Little,46,Mixed,Organised,43,Normal,55,Normal,37,Normal,Organised,38,Medium,42,Press,42,Normal,Cover
9829,2/22/10 0:00,35,Balanced,,Little,55,Mixed,Organised,65,Normal,55,Normal,45,Normal,Organised,70,High,65,Press,70,Wide,Cover
9829,2/22/11 0:00,65,Balanced,,Little,50,Mixed,Organised,65,Normal,35,Normal,50,Normal,Organised,35,Medium,55,Press,50,Normal,Cover
9829,2/22/12 0:00,52,Balanced,,Little,48,Mixed,Organised,37,Normal,37,Normal,37,Normal,Organised,35,Medium,34,Press,51,Normal,Cover
9829,9/20/13 0:00,52,Balanced,,Little,48,Mixed,Organised,37,Normal,37,Normal,37,Normal,Organised,35,Medium,34,Press,51,Normal,Cover
9829,9/19/14 0:00,52,Balanced,68,Lots,48,Mixed,Organised,37,Normal,37,Normal,37,Normal,Organised,35,Medium,34,Press,51,Normal,Cover
9829,9/10/2015 0:00,52,Balanced,42,Normal,43,Mixed,Organised,54,Normal,56,Normal,23,Little,Organised,56,Medium,62,Press,51,Normal,Cover
9998,2/22/12 0:00,50,Balanced,,Little,50,Mixed,Organised,55,Normal,48,Normal,46,Normal,Organised,46,Medium,45,Press,47,Normal,Cover
9998,9/20/13 0:00,50,Balanced,,Little,50,Mixed,Organised,55,Normal,67,Lots,46,Normal,Organised,46,Medium,45,Press,47,Normal,Cover
9998,9/19/14 0:00,55,Balanced,50,Normal,55,Mixed,Organised,55,Normal,67,Lots,46,Normal,Organised,46,Medium,45,Press,47,Normal,Cover
10249,2/22/10 0:00,35,Balanced,,Little,35,Mixed,Organised,55,Normal,35,Normal,70,Lots,Organised,70,High,70,Double,70,Wide,Offside Trap
10249,2/22/11 0:00,50,Balanced,,Little,50,Mixed,Organised,35,Normal,50,Normal,50,Normal,Organised,35,Medium,55,Press,65,Normal,Cover
10249,2/22/12 0:00,52,Balanced,,Little,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,34,Medium,43,Press,37,Normal,Cover
10249,9/20/13 0:00,52,Balanced,,Little,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,34,Medium,43,Press,37,Normal,Cover
10249,9/19/14 0:00,52,Balanced,58,Normal,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,53,Medium,56,Press,48,Normal,Cover
10249,9/10/2015 0:00,54,Balanced,43,Normal,65,Mixed,Organised,48,Normal,49,Normal,45,Normal,Organised,53,Medium,56,Press,48,Normal,Cover
8348,9/20/13 0:00,38,Balanced,,Little,43,Mixed,Organised,51,Normal,54,Normal,39,Normal,Organised,44,Medium,46,Press,48,Normal,Cover
8348,9/10/2015 0:00,38,Balanced,58,Normal,43,Mixed,Organised,51,Normal,54,Normal,39,Normal,Organised,44,Medium,46,Press,48,Normal,Cover
9927,2/22/10 0:00,70,Fast,,Little,70,Long,Organised,70,Risky,70,Lots,65,Normal,Organised,60,Medium,70,Double,70,Wide,Cover
9927,2/22/11 0:00,48,Balanced,,Little,49,Mixed,Organised,52,Normal,52,Normal,48,Normal,Organised,47,Medium,46,Press,48,Normal,Cover
9927,2/22/12 0:00,70,Fast,,Little,55,Mixed,Organised,40,Normal,46,Normal,60,Normal,Organised,38,Medium,42,Press,62,Normal,Cover
9927,9/20/13 0:00,67,Fast,,Little,54,Mixed,Organised,49,Normal,47,Normal,58,Normal,Organised,39,Medium,43,Press,64,Normal,Cover
9927,9/19/14 0:00,70,Fast,47,Normal,55,Mixed,Organised,42,Normal,47,Normal,60,Normal,Organised,41,Medium,43,Press,62,Normal,Cover
9927,9/10/2015 0:00,64,Balanced,46,Normal,55,Mixed,Organised,44,Normal,45,Normal,27,Little,Organised,37,Medium,44,Press,51,Normal,Cover
274581,9/10/2015 0:00,50,Balanced,50,Normal,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
9996,9/10/2015 0:00,50,Balanced,50,Normal,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
9996,9/10/2015 0:00,50,Balanced,50,Normal,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
9761,2/22/10 0:00,30,Slow,,Little,35,Mixed,Organised,35,Normal,40,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
9761,2/22/11 0:00,33,Slow,,Little,44,Mixed,Free Form,35,Normal,40,Normal,60,Normal,Organised,42,Medium,47,Press,54,Normal,Cover
9761,2/22/12 0:00,40,Balanced,,Little,48,Mixed,Organised,48,Normal,47,Normal,42,Normal,Organised,43,Medium,48,Press,50,Normal,Cover
9761,9/20/13 0:00,58,Balanced,,Little,53,Mixed,Organised,48,Normal,47,Normal,46,Normal,Organised,43,Medium,48,Press,50,Normal,Cover
9761,9/19/14 0:00,46,Balanced,44,Normal,54,Mixed,Organised,32,Safe,42,Normal,42,Normal,Organised,43,Medium,39,Press,50,Normal,Cover
9761,9/10/2015 0:00,45,Balanced,49,Normal,59,Mixed,Organised,32,Safe,42,Normal,54,Normal,Organised,36,Medium,39,Press,40,Normal,Cover
10214,2/22/10 0:00,45,Balanced,,Little,30,Short,Organised,60,Normal,55,Normal,50,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
10214,2/22/11 0:00,47,Balanced,,Little,30,Short,Organised,60,Normal,55,Normal,50,Normal,Organised,35,Medium,55,Press,48,Normal,Cover
10214,2/22/12 0:00,41,Balanced,,Little,43,Mixed,Organised,53,Normal,59,Normal,53,Normal,Organised,49,Medium,50,Press,57,Normal,Cover
10214,9/20/13 0:00,41,Balanced,,Little,43,Mixed,Organised,53,Normal,59,Normal,53,Normal,Organised,49,Medium,50,Press,57,Normal,Cover
10214,9/19/14 0:00,41,Balanced,59,Normal,43,Mixed,Organised,53,Normal,44,Normal,53,Normal,Organised,42,Medium,42,Press,57,Normal,Cover
10214,9/10/2015 0:00,65,Balanced,59,Normal,43,Mixed,Organised,53,Normal,44,Normal,53,Normal,Organised,42,Medium,42,Press,57,Normal,Cover
8481,2/22/10 0:00,65,Balanced,,Little,40,Mixed,Organised,60,Normal,70,Lots,30,Little,Organised,70,High,70,Double,70,Wide,Cover
8481,2/22/11 0:00,35,Balanced,,Little,35,Mixed,Organised,35,Normal,65,Normal,35,Normal,Organised,35,Medium,55,Press,50,Normal,Cover
8481,2/22/12 0:00,49,Balanced,,Little,49,Mixed,Organised,52,Normal,53,Normal,67,Lots,Organised,43,Medium,46,Press,50,Normal,Cover
8481,9/20/13 0:00,49,Balanced,,Little,49,Mixed,Organised,52,Normal,53,Normal,67,Lots,Organised,43,Medium,46,Press,50,Normal,Cover
8481,9/19/14 0:00,49,Balanced,48,Normal,49,Mixed,Organised,52,Normal,53,Normal,67,Lots,Organised,43,Medium,46,Press,50,Normal,Cover
8481,9/10/2015 0:00,49,Balanced,48,Normal,49,Mixed,Organised,52,Normal,53,Normal,67,Lots,Organised,43,Medium,46,Press,50,Normal,Cover
9830,2/22/10 0:00,55,Balanced,,Little,35,Mixed,Organised,60,Normal,65,Normal,35,Normal,Organised,30,Deep,45,Press,30,Narrow,Cover
9830,2/22/11 0:00,50,Balanced,,Little,50,Mixed,Organised,35,Normal,50,Normal,35,Normal,Organised,45,Medium,55,Press,50,Normal,Cover
9830,2/22/12 0:00,46,Balanced,,Little,51,Mixed,Organised,52,Normal,34,Normal,49,Normal,Organised,47,Medium,43,Press,50,Normal,Cover
9830,9/20/13 0:00,46,Balanced,,Little,51,Mixed,Organised,52,Normal,44,Normal,49,Normal,Organised,47,Medium,51,Press,54,Normal,Cover
9830,9/19/14 0:00,63,Balanced,53,Normal,48,Mixed,Organised,52,Normal,55,Normal,49,Normal,Organised,47,Medium,51,Press,54,Normal,Cover
9830,9/10/2015 0:00,63,Balanced,70,Lots,56,Mixed,Organised,52,Normal,55,Normal,46,Normal,Organised,39,Medium,41,Press,52,Normal,Cover
9809,2/22/10 0:00,30,Slow,,Little,30,Short,Organised,45,Normal,50,Normal,70,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
9809,2/22/11 0:00,50,Balanced,,Little,65,Mixed,Organised,35,Normal,50,Normal,50,Normal,Organised,45,Medium,41,Press,35,Normal,Offside Trap
8464,2/22/10 0:00,32,Slow,,Little,30,Short,Organised,35,Normal,40,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
8464,2/22/11 0:00,47,Balanced,,Little,46,Mixed,Free Form,48,Normal,78,Lots,32,Little,Organised,33,Deep,54,Press,31,Narrow,Cover
8464,2/22/12 0:00,46,Balanced,,Little,38,Mixed,Organised,39,Normal,55,Normal,50,Normal,Organised,45,Medium,48,Press,53,Normal,Cover
8464,9/20/13 0:00,46,Balanced,,Little,41,Mixed,Organised,52,Normal,37,Normal,57,Normal,Organised,45,Medium,48,Press,53,Normal,Cover
8464,9/19/14 0:00,49,Balanced,42,Normal,59,Mixed,Organised,52,Normal,49,Normal,55,Normal,Organised,40,Medium,48,Press,53,Normal,Cover
10261,2/22/10 0:00,70,Fast,,Little,60,Mixed,Organised,65,Normal,70,Lots,60,Normal,Organised,45,Medium,65,Press,45,Normal,Cover
10261,2/22/11 0:00,55,Balanced,,Little,50,Mixed,Organised,60,Normal,50,Normal,60,Normal,Organised,45,Medium,45,Press,50,Normal,Cover
10261,2/22/12 0:00,54,Balanced,,Little,54,Mixed,Organised,54,Normal,68,Lots,48,Normal,Organised,52,Medium,48,Press,42,Normal,Cover
10261,9/20/13 0:00,58,Balanced,,Little,72,Long,Organised,48,Normal,51,Normal,46,Normal,Organised,41,Medium,39,Press,51,Normal,Cover
10261,9/19/14 0:00,54,Balanced,33,Little,47,Mixed,Organised,47,Normal,51,Normal,39,Normal,Organised,56,Medium,54,Press,51,Normal,Cover
10261,9/10/2015 0:00,58,Balanced,45,Normal,49,Mixed,Organised,47,Normal,54,Normal,46,Normal,Organised,41,Medium,39,Press,51,Normal,Cover
9831,2/22/10 0:00,70,Fast,,Little,70,Long,Organised,60,Normal,30,Little,65,Normal,Organised,70,High,70,Double,70,Wide,Cover
9831,2/22/11 0:00,50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,65,Normal,Organised,45,Medium,45,Press,35,Normal,Cover
9831,2/22/12 0:00,48,Balanced,,Little,66,Mixed,Organised,49,Normal,51,Normal,34,Normal,Organised,26,Deep,47,Press,64,Normal,Cover
